movie_id,audienceScore,tomatoMeter,popularity,vote_average,vote_count
815,58.0,94.0,4.882,7.1,15.0
816,77.0,98.0,8.689,6.4,136.0
817,95.0,72.0,15.113,6.8,783.0
820,60.0,93.0,2.829,4.3,7.0
821,83.0,98.0,3.671,7.1,22.0
823,72.0,92.0,46.979,7.3,10161.0
824,82.0,93.0,2.42,7.9,29.0
826,90.0,99.0,15.878,7.9,445.0
827,85.0,100.0,2.977,6.6,8.0
829,69.0,95.0,3.579,7.4,13.0
830,97.0,63.0,2.714,8.0,1.0
831,74.0,91.0,19.473,6.8,1517.0
832,79.0,94.0,11.147,0.0,0.0
834,94.0,93.0,4.24,7.1,18.0
836,94.0,89.0,14.736,8.0,354.0
838,47.0,100.0,2.738,5.1,18.0
839,91.0,54.0,9.625,7.4,122.0
840,77.0,100.0,1.062,0.0,0.0
841,75.0,96.0,2.904,7.1,39.0
842,67.0,94.0,8.052,6.4,176.0
843,83.0,95.0,32.954,7.2,124.0
844,85.0,96.0,7.444,7.4,206.0
846,93.0,75.0,10.508,7.2,25.0
847,89.0,93.0,11.831,7.5,76.0
849,78.0,96.0,12.597,7.0,73.0
851,84.0,95.0,2.458,7.4,18.0
852,67.0,95.0,2.555,7.1,38.0
854,85.0,99.0,5.646,6.8,26.0
855,71.0,100.0,4.461,7.2,66.0
856,96.0,57.0,12.826,7.2,56.0
857,98.0,72.0,100.172,0.0,0.0
858,80.0,94.0,9.6,6.8,208.0
861,80.0,91.0,2.45,5.4,8.0
862,80.0,94.0,2.368,10.0,1.0
864,58.0,92.0,4.032,5.9,30.0
865,100.0,94.0,1.943,7.8,20.0
867,75.0,91.0,2.883,6.4,29.0
868,79.0,94.0,14.642,7.0,1330.0
869,71.0,100.0,3.462,6.1,27.0
870,81.0,96.0,11.867,6.7,36.0
871,43.0,100.0,5.332,5.6,142.0
872,73.0,92.0,5.563,6.4,116.0
876,68.0,94.0,2.956,6.6,12.0
877,79.0,99.0,8.282,7.6,91.0
882,65.0,92.0,5.761,7.1,93.0
883,60.0,100.0,4.184,6.9,22.0
888,86.0,100.0,0.662,0.0,0.0
889,46.0,92.0,6.423,5.9,61.0
891,93.0,100.0,4.079,7.3,32.0
892,95.0,11.0,36.147,8.8,6.0
893,59.0,100.0,23.012,6.3,31.0
896,77.0,95.0,6.415,6.9,144.0
897,60.0,96.0,16.413,6.1,417.0
898,70.0,93.0,7.036,6.9,91.0
899,97.0,100.0,2.781,6.9,7.0
900,83.0,95.0,11.807,7.4,563.0
901,80.0,95.0,13.75,7.4,1037.0
902,81.0,95.0,12.031,7.2,329.0
903,85.0,97.0,3.241,6.8,14.0
904,100.0,67.0,3.115,8.0,4.0
905,86.0,92.0,26.475,7.6,10829.0
906,80.0,100.0,0.6,7.4,5.0
910,86.0,91.0,5.965,6.7,20.0
911,80.0,91.0,1.428,8.0,1.0
912,76.0,93.0,3.428,8.2,6.0
914,73.0,96.0,12.144,7.2,400.0
915,91.0,100.0,3.539,7.8,25.0
916,100.0,100.0,2.586,0.0,0.0
917,90.0,95.0,9.359,7.3,58.0
918,74.0,92.0,10.37,7.1,191.0
919,96.0,95.0,28.844,8.3,2617.0
920,41.0,96.0,6.437,4.0,2.0
921,76.0,94.0,2.532,6.9,37.0
923,88.0,91.0,2.605,7.3,12.0
924,89.0,100.0,3.843,7.7,18.0
925,88.0,97.0,12.783,7.8,1117.0
927,87.0,97.0,17.423,7.5,1014.0
928,66.0,91.0,4.999,6.7,120.0
930,71.0,95.0,1.668,0.0,0.0
933,88.0,92.0,35.982,8.1,5156.0
934,69.0,93.0,3.543,7.1,41.0
936,42.0,91.0,53.115,6.9,12394.0
937,97.0,88.0,5.452,7.1,36.0
938,60.0,95.0,2.925,6.8,5.0
939,88.0,95.0,15.169,7.9,560.0
942,90.0,100.0,3.842,7.8,39.0
945,74.0,91.0,2.672,7.0,9.0
947,84.0,97.0,23.144,6.7,354.0
949,52.0,91.0,23.575,7.1,3290.0
950,78.0,100.0,2.774,5.5,3.0
951,99.0,60.0,2.815,7.0,4.0
952,60.0,93.0,2.972,7.1,15.0
954,73.0,91.0,12.518,6.6,1444.0
955,100.0,94.0,6.927,7.8,44.0
956,84.0,94.0,7.403,7.4,174.0
957,98.0,96.0,7.586,7.2,19.0
960,61.0,95.0,12.62,6.2,314.0
961,98.0,99.0,24.212,8.5,610.0
963,89.0,100.0,0.6,6.0,1.0
966,58.0,91.0,2.169,0.0,0.0
969,86.0,98.0,43.424,7.6,13434.0
971,58.0,100.0,4.578,6.2,35.0
972,45.0,91.0,2.162,6.6,17.0
975,80.0,96.0,6.404,7.4,19.0
976,85.0,99.0,8.638,0.0,0.0
979,91.0,96.0,28.204,8.3,2472.0
980,88.0,96.0,12.36,7.4,486.0
983,53.0,91.0,5.7,5.6,168.0
986,86.0,95.0,24.228,7.7,5021.0
988,75.0,98.0,2.798,5.4,14.0
991,65.0,93.0,2.626,0.0,0.0
992,46.0,94.0,4.165,5.6,43.0
993,56.0,100.0,2.703,5.1,11.0
994,83.0,99.0,8.935,7.8,352.0
997,71.0,95.0,10.041,7.0,873.0
998,67.0,97.0,3.491,6.9,17.0
999,92.0,77.0,140.404,7.3,7748.0
1000,95.0,67.0,5.138,7.0,30.0
1001,85.0,95.0,7.364,7.0,75.0
1002,86.0,94.0,7.732,7.3,298.0
1003,42.0,95.0,2.253,6.4,9.0
1005,73.0,96.0,2.301,6.7,3.0
1007,92.0,90.0,5.596,6.9,24.0
1008,88.0,95.0,3.12,7.8,4.0
1009,84.0,94.0,54.724,7.1,7016.0
1010,95.0,85.0,28.861,7.2,168.0
1012,100.0,88.0,3.424,6.3,8.0
1013,88.0,100.0,2.744,0.0,0.0
1014,92.0,83.0,16.096,7.2,469.0
1015,75.0,99.0,4.093,6.6,37.0
1016,99.0,83.0,13.38,7.3,90.0
1018,84.0,95.0,3.016,7.6,8.0
1020,70.0,96.0,4.09,5.7,27.0
1021,80.0,100.0,6.51,0.0,0.0
1022,84.0,100.0,3.924,6.8,9.0
1023,91.0,87.0,22.355,7.3,1123.0
1025,80.0,91.0,2.515,7.2,10.0
1028,84.0,94.0,3.659,7.2,39.0
1029,94.0,97.0,17.121,7.5,375.0
1030,70.0,92.0,5.427,6.5,89.0
1031,50.0,96.0,3.281,6.4,24.0
1034,27.0,91.0,2.006,7.0,7.0
1037,78.0,97.0,9.028,7.5,377.0
1038,57.0,99.0,3.99,6.9,20.0
1040,53.0,91.0,2.931,8.0,1.0
1041,91.0,97.0,2.376,0.0,0.0
1042,88.0,97.0,9.88,0.0,0.0
1046,85.0,92.0,48.921,7.4,6492.0
1047,95.0,65.0,4.513,7.0,22.0
1048,84.0,98.0,4.245,7.4,22.0
1050,67.0,94.0,1.422,6.8,15.0
1053,81.0,98.0,2.314,7.3,16.0
1057,71.0,100.0,4.542,7.6,40.0
1058,55.0,93.0,1.4,7.5,4.0
1060,80.0,91.0,3.277,4.8,15.0
1061,76.0,100.0,2.877,7.3,13.0
1062,75.0,91.0,4.214,6.9,19.0
1063,64.0,100.0,5.523,6.2,17.0
1064,68.0,94.0,3.165,0.0,0.0
1066,86.0,98.0,5.064,8.5,49.0
1067,91.0,99.0,14.997,7.8,383.0
1068,64.0,93.0,5.198,6.5,57.0
1070,84.0,96.0,9.023,7.6,443.0
1072,68.0,93.0,8.048,6.7,36.0
1074,61.0,96.0,4.142,7.1,34.0
1075,63.0,92.0,5.567,6.4,17.0
1076,96.0,10.0,2.606,7.0,4.0
1078,89.0,93.0,5.206,8.1,14.0
1079,80.0,95.0,6.877,6.7,96.0
1081,96.0,69.0,258.846,0.0,0.0
1082,76.0,94.0,30.49,6.0,1.0
1083,89.0,94.0,38.098,7.4,2655.0
1084,82.0,93.0,5.432,7.4,70.0
1086,63.0,94.0,4.504,6.0,61.0
1087,100.0,67.0,18.33,5.3,86.0
1089,92.0,96.0,7.948,2.0,1.0
1090,93.0,39.0,32.901,6.5,2541.0
1091,54.0,98.0,5.609,6.1,14.0
1092,60.0,100.0,6.604,5.1,77.0
1093,92.0,50.0,0.632,2.0,1.0
1094,83.0,92.0,1.4,0.0,0.0
1095,100.0,36.0,9.694,8.2,6.0
1096,89.0,94.0,80.32,7.8,5203.0
1098,74.0,95.0,9.976,7.0,273.0
1100,49.0,100.0,10.794,6.2,332.0
1101,74.0,100.0,4.726,6.7,51.0
1103,88.0,91.0,7.124,7.6,44.0
1104,89.0,99.0,12.21,7.8,977.0
1106,91.0,51.0,43.521,8.1,1016.0
1107,82.0,92.0,6.582,7.3,99.0
1108,88.0,99.0,27.354,7.5,1547.0
1109,81.0,100.0,2.808,7.1,21.0
1110,95.0,100.0,8.326,8.1,220.0
1111,79.0,91.0,21.168,7.1,6136.0
1113,96.0,34.0,5.641,0.0,0.0
1116,85.0,96.0,10.423,7.1,98.0
1117,82.0,98.0,4.78,7.0,48.0
1118,55.0,91.0,9.479,6.0,346.0
1120,99.0,70.0,9.719,7.3,222.0
1121,85.0,93.0,7.843,7.4,117.0
1123,91.0,94.0,36.633,7.3,63.0
1124,88.0,100.0,3.365,0.0,0.0
1127,96.0,100.0,21.686,10.0,2.0
1132,95.0,39.0,9.907,0.0,0.0
1135,46.0,94.0,3.554,6.3,9.0
1136,85.0,100.0,2.591,7.4,21.0
1137,77.0,94.0,12.569,6.8,152.0
1140,90.0,95.0,3.242,9.0,1.0
1141,79.0,100.0,8.558,7.2,86.0
1143,81.0,91.0,7.862,8.0,1.0
1144,46.0,92.0,7.419,5.5,18.0
1145,94.0,80.0,1480.265,7.8,3575.0
1146,82.0,94.0,3.744,7.0,51.0
1147,71.0,91.0,17.592,7.3,2721.0
1149,90.0,94.0,64.872,7.8,16202.0
1150,77.0,96.0,1.903,6.8,6.0
1151,70.0,91.0,27.026,7.5,313.0
1152,59.0,92.0,16.29,6.7,23.0
1153,84.0,92.0,29.803,7.6,2254.0
1154,78.0,94.0,2.878,6.6,24.0
1155,82.0,99.0,17.373,7.3,1138.0
1156,100.0,82.0,15.702,0.0,0.0
1158,97.0,58.0,1.892,6.0,3.0
1159,67.0,100.0,3.207,7.6,13.0
1161,98.0,92.0,47.715,8.0,5194.0
1162,94.0,91.0,5.518,6.9,13.0
1163,83.0,100.0,2.608,8.0,4.0
1164,78.0,96.0,3.174,6.8,14.0
1165,94.0,84.0,14.161,7.1,759.0
1166,92.0,85.0,295.821,8.3,23058.0
1167,98.0,88.0,21.043,8.0,236.0
1169,92.0,91.0,15.827,7.6,1335.0
1170,92.0,62.0,2.797,6.0,2.0
1173,79.0,100.0,1.991,7.2,5.0
1174,73.0,97.0,2.663,8.3,4.0
1175,70.0,91.0,3.79,7.3,7.0
1177,92.0,31.0,3.706,7.6,55.0
1178,67.0,93.0,9.051,7.0,134.0
1180,50.0,95.0,5.487,6.7,34.0
1182,71.0,96.0,6.442,6.6,128.0
1183,50.0,92.0,2.324,6.9,7.0
1186,96.0,9.0,3.939,4.7,16.0
1188,76.0,94.0,7.132,8.1,114.0
1189,100.0,0.0,1.962,3.5,2.0
1190,93.0,100.0,4.66,7.7,35.0
1191,62.0,100.0,1.667,6.3,4.0
1194,50.0,93.0,3.265,4.0,1.0
1195,82.0,95.0,11.542,7.1,1224.0
1196,67.0,100.0,3.581,6.5,4.0
1197,92.0,94.0,4.289,6.3,21.0
1199,65.0,92.0,5.45,6.6,56.0
1200,76.0,97.0,3.214,7.1,21.0
1201,79.0,91.0,52.285,7.2,524.0
1202,75.0,94.0,3.247,5.8,20.0
1203,90.0,94.0,200.924,8.3,19466.0
1205,71.0,97.0,6.972,6.9,65.0
1206,93.0,93.0,1.577,7.2,7.0
1208,75.0,100.0,4.168,6.9,40.0
1209,68.0,100.0,4.801,7.3,42.0
1210,88.0,97.0,38.781,7.4,6223.0
1211,40.0,96.0,4.203,6.2,37.0
1214,83.0,93.0,75.103,7.3,17053.0
1215,47.0,91.0,14.286,5.9,225.0
1218,75.0,92.0,22.391,6.8,2063.0
1219,97.0,74.0,20.512,7.3,522.0
1220,94.0,35.0,4.967,6.8,12.0
1221,78.0,95.0,32.823,6.8,5076.0
1222,84.0,94.0,39.743,7.1,10192.0
1225,86.0,94.0,7.379,7.1,7.0
1227,85.0,96.0,2.921,7.6,31.0
1229,67.0,100.0,4.817,6.2,68.0
1230,62.0,92.0,1.812,0.0,0.0
1231,71.0,99.0,6.65,6.5,238.0
1232,86.0,96.0,2.693,0.0,0.0
1234,74.0,96.0,2.463,6.6,11.0
1237,95.0,39.0,97.089,7.4,4736.0
1239,78.0,93.0,2.457,7.4,5.0
1241,52.0,91.0,8.473,5.8,196.0
1242,93.0,91.0,2782.527,7.4,297.0
1244,87.0,98.0,11.436,7.3,1201.0
1245,53.0,100.0,2.224,5.7,33.0
1249,81.0,92.0,19.355,6.9,657.0
1250,95.0,100.0,2.926,6.7,3.0
1253,71.0,93.0,3.376,6.8,14.0
1254,66.0,93.0,19.389,6.8,329.0
1256,74.0,100.0,0.688,10.0,3.0
1257,70.0,93.0,14.65,6.8,1034.0
1263,79.0,100.0,5.078,7.0,28.0
1265,63.0,97.0,7.643,6.6,114.0
1266,88.0,95.0,3.255,5.8,17.0
1268,60.0,94.0,2.289,0.0,0.0
1271,74.0,91.0,8.464,7.0,137.0
1272,82.0,100.0,9.466,7.3,381.0
1273,93.0,98.0,13.958,8.0,916.0
1274,92.0,95.0,13.689,7.2,429.0
1276,66.0,96.0,6.027,6.3,230.0
1278,62.0,91.0,3.458,6.7,24.0
1280,91.0,96.0,13.743,8.2,574.0
1281,64.0,96.0,3.142,7.3,15.0
1283,79.0,99.0,6.398,7.7,96.0
1284,97.0,63.0,4.739,8.4,50.0
1285,72.0,93.0,8.754,6.4,895.0
1286,83.0,91.0,8.139,7.3,82.0
1287,92.0,100.0,0.92,7.0,8.0
1288,84.0,92.0,21.119,5.4,208.0
1290,97.0,43.0,3.258,6.3,11.0
1291,82.0,100.0,5.003,6.4,12.0
1292,85.0,93.0,4.33,7.3,39.0
1294,92.0,60.0,3.356,3.0,6.0
1296,81.0,100.0,5.384,0.0,0.0
1299,78.0,93.0,6.782,7.6,231.0
1300,71.0,98.0,3.171,0.0,0.0
1301,75.0,94.0,4.221,7.5,76.0
1302,52.0,92.0,21.431,6.0,446.0
1304,84.0,98.0,3.569,5.0,1.0
1305,73.0,98.0,3.654,6.6,46.0
1306,97.0,50.0,2.936,6.1,9.0
1307,67.0,100.0,0.879,4.0,1.0
1309,82.0,100.0,8.213,7.5,121.0
1310,82.0,92.0,1.834,5.7,6.0
1311,74.0,91.0,51.041,6.7,4667.0
1313,100.0,79.0,17.03,7.5,498.0
1316,44.0,92.0,7.518,0.0,0.0
1317,99.0,100.0,28.25,8.8,143.0
1318,72.0,92.0,4.987,7.1,49.0
1319,86.0,91.0,643.727,8.0,5045.0
1320,78.0,96.0,1.387,7.9,7.0
1321,90.0,97.0,17.635,7.8,1564.0
1322,71.0,93.0,3.728,6.4,43.0
1323,94.0,77.0,287.704,7.6,2625.0
1324,74.0,98.0,5.141,6.1,22.0
1325,99.0,96.0,6.049,10.0,1.0
1326,69.0,95.0,2.391,6.4,19.0
1328,88.0,92.0,3.726,5.9,28.0
1329,91.0,85.0,353.588,7.1,11.0
1330,52.0,94.0,6.263,0.0,0.0
1331,79.0,100.0,1.838,0.0,0.0
1334,64.0,91.0,8.99,6.1,162.0
1338,76.0,91.0,5.835,6.1,48.0
1339,76.0,100.0,3.503,7.0,13.0
1340,91.0,88.0,4.724,8.2,105.0
1341,94.0,97.0,126.292,7.6,7473.0
1343,69.0,96.0,6.2,6.6,149.0
1345,98.0,49.0,22.735,7.7,917.0
1346,95.0,56.0,4.544,6.8,22.0
1347,68.0,97.0,4.193,7.4,20.0
1349,80.0,100.0,1.819,0.0,0.0
1350,75.0,95.0,7.734,6.9,290.0
1351,43.0,97.0,3.374,6.7,13.0
1353,85.0,91.0,14.267,7.1,2913.0
1354,82.0,95.0,4.946,6.0,1.0
1355,86.0,95.0,7.005,7.3,104.0
1356,81.0,97.0,3.559,5.4,28.0
1357,79.0,94.0,12.208,0.0,0.0
1359,100.0,67.0,0.661,7.0,2.0
1361,40.0,100.0,2.682,0.0,0.0
1362,98.0,56.0,65.509,7.8,151.0
1363,60.0,98.0,98.091,5.6,7.0
1365,62.0,100.0,3.34,6.8,6.0
1366,97.0,75.0,497.209,8.3,5913.0
1369,52.0,92.0,20.338,5.9,240.0
1371,58.0,94.0,3.674,6.3,45.0
1372,79.0,97.0,5.938,7.1,35.0
1373,88.0,97.0,2.936,6.1,9.0
1374,74.0,94.0,16.312,7.5,2949.0
1375,33.0,100.0,7.16,6.1,67.0
1376,87.0,95.0,11.415,7.1,312.0
1377,90.0,97.0,8.057,8.1,563.0
1378,83.0,94.0,2.129,6.4,41.0
1379,80.0,91.0,0.6,0.0,0.0
1381,88.0,95.0,7.138,7.6,116.0
1382,60.0,93.0,4.841,4.3,3.0
1383,86.0,92.0,4.484,7.4,15.0
1384,57.0,100.0,1.945,6.8,22.0
1387,91.0,67.0,31.944,7.6,340.0
1388,55.0,95.0,6.179,6.0,42.0
1390,87.0,92.0,260.056,7.4,17092.0
1391,60.0,93.0,1.854,6.8,21.0
1395,71.0,100.0,4.134,5.6,7.0
1396,96.0,10.0,3.603,5.3,33.0
1397,76.0,96.0,3.564,4.7,32.0
1398,93.0,88.0,725.091,6.6,254.0
1399,73.0,93.0,1.906,6.4,9.0
1400,54.0,100.0,3.849,8.2,74.0
1401,87.0,98.0,17.63,7.8,645.0
1406,69.0,97.0,1.982,0.0,0.0
1408,96.0,88.0,5.874,7.6,37.0
1409,96.0,75.0,6.771,7.1,72.0
1410,95.0,82.0,39.245,7.6,1522.0
1411,82.0,100.0,2.56,6.5,15.0
1412,72.0,100.0,4.491,6.1,8.0
1413,80.0,99.0,6.414,7.5,55.0
1415,91.0,100.0,2.849,0.0,0.0
1416,82.0,95.0,7.296,6.4,100.0
1418,82.0,94.0,1.218,6.0,4.0
1420,62.0,93.0,8.473,6.4,1091.0
1426,87.0,94.0,14.095,7.4,474.0
1428,91.0,94.0,51.276,8.3,269.0
1430,83.0,100.0,5.982,8.1,53.0
1431,67.0,94.0,0.6,8.0,1.0
1433,97.0,90.0,30.109,8.1,20.0
1434,85.0,93.0,59.459,7.3,16331.0
1435,54.0,94.0,4.95,6.1,83.0
1436,72.0,93.0,3.218,6.7,9.0
1440,98.0,98.0,4.086,6.8,10.0
1441,53.0,92.0,2.92,6.0,8.0
1443,71.0,95.0,0.769,6.6,5.0
1445,98.0,47.0,3.21,7.2,9.0
1446,75.0,92.0,2.21,9.0,5.0
1447,54.0,92.0,6.196,6.2,89.0
1448,96.0,66.0,2.875,6.5,13.0
1450,40.0,100.0,0.951,6.0,8.0
1452,92.0,23.0,8.191,6.1,17.0
1453,90.0,100.0,3.973,6.7,12.0
1454,74.0,92.0,8.647,6.7,190.0
1457,97.0,97.0,37.818,8.4,186.0
1459,75.0,98.0,2.143,7.6,7.0
1461,76.0,100.0,4.596,8.3,3.0
1462,95.0,88.0,53.151,7.8,4635.0
1463,97.0,63.0,49.745,7.3,118.0
1466,96.0,92.0,2.4,9.0,1.0
1467,77.0,94.0,7.36,7.3,131.0
1469,96.0,100.0,3.589,6.8,15.0
1470,58.0,96.0,2.865,6.3,16.0
1471,97.0,80.0,576.463,7.7,669.0
1473,77.0,96.0,26.929,7.1,1890.0
1476,100.0,100.0,3.032,6.5,16.0
1477,94.0,84.0,174.633,8.3,3644.0
1478,95.0,71.0,1.696,0.0,0.0
1479,71.0,94.0,5.035,6.6,75.0
1480,56.0,100.0,5.228,6.3,73.0
1481,97.0,96.0,2.778,7.0,5.0
1484,56.0,91.0,2.628,6.6,18.0
1488,93.0,47.0,19.6,6.4,17.0
1489,84.0,92.0,7.607,7.7,141.0
1490,88.0,93.0,1.911,6.3,4.0
1492,71.0,97.0,2.698,7.2,9.0
1495,94.0,86.0,2.73,7.9,12.0
1496,70.0,95.0,4.184,7.1,52.0
1497,100.0,89.0,3.193,10.0,1.0
1498,67.0,98.0,3.504,6.3,14.0
1499,88.0,92.0,2.666,7.5,44.0
1500,94.0,97.0,8.118,8.2,397.0
1501,92.0,62.0,616.2,7.7,3154.0
1502,84.0,100.0,6.748,7.2,70.0
1505,95.0,100.0,2.782,9.0,5.0
1506,52.0,95.0,12.383,5.3,208.0
1510,89.0,99.0,1.733,0.0,0.0
1511,92.0,67.0,2.144,5.3,3.0
1513,86.0,95.0,2.201,0.0,0.0
1514,72.0,96.0,15.993,7.7,3239.0
1515,75.0,98.0,4.112,7.0,57.0
1517,84.0,92.0,0.968,0.0,0.0
1518,92.0,95.0,53.327,7.9,4237.0
1519,92.0,36.0,4173.995,6.8,1950.0
1520,82.0,93.0,30.631,7.3,1777.0
1521,81.0,99.0,21.403,7.0,1066.0
1523,80.0,98.0,0.6,0.0,0.0
1526,96.0,95.0,2.834,7.0,3.0
1527,86.0,97.0,55.429,7.7,2914.0
1530,71.0,95.0,5.574,0.0,0.0
1532,100.0,82.0,2.689,7.0,22.0
1535,93.0,97.0,3.718,6.7,26.0
1536,78.0,100.0,2.341,7.1,9.0
1537,83.0,96.0,3.98,7.2,35.0
1538,61.0,100.0,3.532,6.7,3.0
1539,93.0,98.0,53.816,7.8,335.0
1540,88.0,97.0,28.619,7.3,3510.0
1541,66.0,98.0,3.386,7.5,46.0
1544,89.0,97.0,4.472,7.3,32.0
1545,91.0,99.0,10.358,7.9,1433.0
1546,96.0,83.0,14.088,8.0,283.0
1549,11.0,99.0,8.192,7.4,129.0
1550,92.0,88.0,15.458,6.6,70.0
1551,57.0,100.0,1.356,6.0,29.0
1553,40.0,100.0,0.6,5.8,6.0
1554,79.0,100.0,4.556,7.4,31.0
1555,82.0,97.0,67.157,8.3,1648.0
1556,70.0,98.0,4.838,6.6,56.0
1557,73.0,96.0,3.45,6.7,66.0
1558,73.0,92.0,4.469,7.3,87.0
1559,71.0,95.0,6.613,6.8,87.0
1562,84.0,93.0,75.673,7.5,10403.0
1568,59.0,93.0,3.123,6.0,4.0
1569,85.0,100.0,2.837,6.9,12.0
1571,71.0,91.0,15.965,7.1,1352.0
1573,94.0,80.0,251.459,7.5,47.0
1574,77.0,98.0,5.716,7.6,106.0
1576,100.0,92.0,2.501,6.0,1.0
1577,97.0,87.0,7.828,7.5,52.0
1578,83.0,100.0,5.067,7.0,27.0
1579,100.0,98.0,0.84,0.0,0.0
1580,68.0,98.0,0.639,8.4,6.0
1582,72.0,97.0,15.227,6.7,788.0
1583,93.0,86.0,5.12,8.1,69.0
1584,93.0,98.0,7.03,7.0,55.0
1585,87.0,93.0,125.417,7.6,16704.0
1586,85.0,97.0,11.708,7.5,965.0
1588,55.0,91.0,10.161,6.4,199.0
1589,95.0,93.0,5.36,0.0,0.0
1591,99.0,85.0,4.586,7.2,25.0
1594,98.0,52.0,25.54,5.3,24.0
1595,89.0,95.0,25.97,7.6,9909.0
1596,93.0,17.0,2.476,4.3,4.0
1597,83.0,97.0,7.271,7.0,1.0
1598,90.0,97.0,4.507,7.3,18.0
1599,98.0,93.0,569.289,0.0,0.0
1600,33.0,92.0,0.6,0.0,0.0
1604,66.0,94.0,6.175,7.0,56.0
1606,98.0,89.0,2.5,7.4,10.0
1607,88.0,98.0,9.007,6.8,162.0
