year_film,year_ceremony,ceremony,canon_category,name,film,winner
2019,2020,92,VISUAL EFFECTS,Dan DeLeeuw/Russell Earl/Matt Aitken/Dan Sudick,Avengers: Endgame,False
2019,2020,92,VISUAL EFFECTS,Robert Legato/Adam Valdez/Andrew R. Jones/Elliot Newman,The Lion King,False
2019,2020,92,VISUAL EFFECTS,Guillaume Rocheron/Greg Butler/Dominic Tuohy,1917,True
2019,2020,92,VISUAL EFFECTS,Roger Guyett/Neal Scanlan/Patrick Tubach/Dominic Tuohy,Star Wars: The Rise of Skywalker,False
2019,2020,92,WRITING (Adapted Screenplay),Taika Waititi,Jojo Rabbit,True
2019,2020,92,WRITING (Adapted Screenplay),Todd Phillips/Scott Silver,Joker,False
2019,2020,92,WRITING (Adapted Screenplay),Greta Gerwig,Little Women,False
2019,2020,92,WRITING (Original Screenplay),Rian Johnson,Knives Out,False
2019,2020,92,WRITING (Original Screenplay),Sam Mendes/Krysty Wilson-Cairns,1917,False
2019,2020,92,WRITING (Original Screenplay),Bong Joon Ho/Han Jin Won,Parasite,True
2020,2021,93,ACTOR IN A LEADING ROLE,Anthony Hopkins,The Father,True
2020,2021,93,ACTOR IN A LEADING ROLE,Steven Yeun,Minari,False
2020,2021,93,ACTOR IN A SUPPORTING ROLE,Daniel Kaluuya,Judas and the Black Messiah,True
2020,2021,93,ACTOR IN A SUPPORTING ROLE,Lakeith Stanfield,Judas and the Black Messiah,False
2020,2021,93,ACTRESS IN A LEADING ROLE,Carey Mulligan,Promising Young Woman,False
2020,2021,93,ACTRESS IN A SUPPORTING ROLE,Olivia Colman,The Father,False
2020,2021,93,ACTRESS IN A SUPPORTING ROLE,Yuh-Jung Youn,Minari,True
2020,2021,93,ANIMATED FEATURE FILM,Dan Scanlon/Kori Rae,Onward,False
2020,2021,93,CINEMATOGRAPHY,Sean Bobbitt,Judas and the Black Messiah,False
2020,2021,93,CINEMATOGRAPHY,Dariusz Wolski,News of the World,False
2020,2021,93,COSTUME DESIGN,Massimo Cantini Parrini,Pinocchio,False
2020,2021,93,DIRECTING,Lee Isaac Chung,Minari,False
2020,2021,93,DIRECTING,Emerald Fennell,Promising Young Woman,False
2020,2021,93,DOCUMENTARY (Short Subject),Anthony Giacchino/Alice Doyard,Colette,True
2020,2021,93,FILM EDITING,Yorgos Lamprinos,The Father,False
2020,2021,93,FILM EDITING,Frédéric Thoraval,Promising Young Woman,False
2020,2021,93,INTERNATIONAL FEATURE FILM,Hong Kong,Better Days,False
2020,2021,93,MAKEUP AND HAIRSTYLING,Mark Coulier/Dalia Colli/Francesco Pegoretti,Pinocchio,False
2020,2021,93,MUSIC (Original Score),Emile Mosseri,Minari,False
2020,2021,93,MUSIC (Original Score),James Newton Howard,News of the World,False
2020,2021,93,MUSIC (Original Song),H.E.R./Dernst Emile II/Tiara Thomas,Judas and the Black Messiah,True
2020,2021,93,BEST PICTURE,David Parfitt/Jean-Louis Livi/Philippe Carcassonne,The Father,False
2020,2021,93,BEST PICTURE,Shaka King/Charles D. King/Ryan Coogler,Judas and the Black Messiah,False
2020,2021,93,BEST PICTURE,Christina Oh,Minari,False
2020,2021,93,BEST PICTURE,Ben Browning/Ashley Fox/Emerald Fennell/Josey McNamara,Promising Young Woman,False
2020,2021,93,ART DIRECTION,Peter Francis/Cathy Featherstone,The Father,False
2020,2021,93,ART DIRECTION,David Crank/Elizabeth Keenan,News of the World,False
2020,2021,93,SOUND MIXING,Oliver Tarney/Mike Prestwood Smith/William Miller/John Pritchett,News of the World,False
2020,2021,93,VISUAL EFFECTS,Matt Sloan/Genevieve Camilleri/Matt Everitt/Brian Cox,Love and Monsters,False
2020,2021,93,WRITING (Adapted Screenplay),Christopher Hampton/Florian Zeller,The Father,True
2020,2021,93,WRITING (Original Screenplay),Will Berson/Shaka King/Kenny Lucas/Keith Lucas,Judas and the Black Messiah,False
2020,2021,93,WRITING (Original Screenplay),Lee Isaac Chung,Minari,False
2020,2021,93,WRITING (Original Screenplay),Emerald Fennell,Promising Young Woman,True
2021,2022,94,ACTOR IN A LEADING ROLE,Will Smith,King Richard,True
2021,2022,94,ACTOR IN A SUPPORTING ROLE,Ciarán Hinds,Belfast,False
2021,2022,94,ACTRESS IN A LEADING ROLE,Jessica Chastain,The Eyes of Tammy Faye,True
2021,2022,94,ACTRESS IN A LEADING ROLE,Penélope Cruz,Parallel Mothers,False
2021,2022,94,ACTRESS IN A LEADING ROLE,Kristen Stewart,Spencer,False
2021,2022,94,ACTRESS IN A SUPPORTING ROLE,Ariana DeBose,West Side Story,True
2021,2022,94,ACTRESS IN A SUPPORTING ROLE,Judi Dench,Belfast,False
2021,2022,94,ACTRESS IN A SUPPORTING ROLE,Aunjanue Ellis,King Richard,False
2021,2022,94,ANIMATED FEATURE FILM,Jared Bush/Byron Howard/Yvett Merino/Clark Spencer,Encanto,True
2021,2022,94,ANIMATED FEATURE FILM,Jonas Poher Rasmussen/Monica Hellström/Signe Byrge Sørensen/Charlotte De La Gournerie,Flee,False
2021,2022,94,ANIMATED FEATURE FILM,Don Hall/Carlos López Estrada/Osnat Shurer/Peter Del Vecho,Raya and the Last Dragon,False
2021,2022,94,CINEMATOGRAPHY,Greig Fraser,Dune,True
2021,2022,94,CINEMATOGRAPHY,Dan Laustsen,Nightmare Alley,False
2021,2022,94,CINEMATOGRAPHY,Janusz Kaminski,West Side Story,False
2021,2022,94,COSTUME DESIGN,Jenny Beavan,Cruella,True
2021,2022,94,COSTUME DESIGN,Massimo Cantini Parrini/Jacqueline Durran,Cyrano,False
2021,2022,94,COSTUME DESIGN,Jacqueline West/Robert Morgan,Dune,False
2021,2022,94,COSTUME DESIGN,Luis Sequeira,Nightmare Alley,False
2021,2022,94,COSTUME DESIGN,Paul Tazewell,West Side Story,False
2021,2022,94,DIRECTING,Kenneth Branagh,Belfast,False
2021,2022,94,DIRECTING,Ryusuke Hamaguchi,Drive My Car,False
2021,2022,94,DIRECTING,Paul Thomas Anderson,Licorice Pizza,False
2021,2022,94,DIRECTING,Steven Spielberg,West Side Story,False
2021,2022,94,DOCUMENTARY (Feature),Jonas Poher Rasmussen/Monica Hellström/Signe Byrge Sørensen/Charlotte De La Gournerie,Flee,False
2021,2022,94,DOCUMENTARY (Feature),"Ahmir ""Questlove"" Thompson/Joseph Patel/Robert Fyvolent/David Dinerstein","Summer of Soul (...Or, When the Revolution Could Not Be Televised)",True
2021,2022,94,DOCUMENTARY (Feature),Rintu Thomas/Sushmit Ghosh,Writing with Fire,False
2021,2022,94,FILM EDITING,Joe Walker,Dune,True
2021,2022,94,FILM EDITING,Pamela Martin,King Richard,False
2021,2022,94,INTERNATIONAL FEATURE FILM,Japan,Drive My Car,True
2021,2022,94,INTERNATIONAL FEATURE FILM,Denmark,Flee,False
2021,2022,94,INTERNATIONAL FEATURE FILM,Norway,The Worst Person in the World,False
2021,2022,94,MAKEUP AND HAIRSTYLING,Nadia Stacey/Naomi Donne/Julia Vernon,Cruella,False
2021,2022,94,MAKEUP AND HAIRSTYLING,Donald Mowat/Love Larson/Eva von Bahr,Dune,False
2021,2022,94,MAKEUP AND HAIRSTYLING,Linda Dowds/Stephanie Ingram/Justin Raleigh,The Eyes of Tammy Faye,True
2021,2022,94,MAKEUP AND HAIRSTYLING,Göran Lundström/Anna Carin Lock/Frederic Aspiras,House of Gucci,False
2021,2022,94,MUSIC (Original Score),Hans Zimmer,Dune,True
2021,2022,94,MUSIC (Original Score),Germaine Franco,Encanto,False
2021,2022,94,MUSIC (Original Score),Alberto Iglesias,Parallel Mothers,False
2021,2022,94,MUSIC (Original Song),DIXSON/Beyoncé Knowles-Carter,King Richard,False
2021,2022,94,MUSIC (Original Song),Lin-Manuel Miranda,Encanto,False
2021,2022,94,MUSIC (Original Song),Van Morrison,Belfast,False
2021,2022,94,MUSIC (Original Song),Billie Eilish/Finneas O'Connell,No Time to Die,True
2021,2022,94,MUSIC (Original Song),Diane Warren,Four Good Days,False
2021,2022,94,BEST PICTURE,Laura Berwick/Kenneth Branagh/Becca Kovacik/Tamar Thomas,Belfast,False
2021,2022,94,BEST PICTURE,Teruhisa Yamamoto,Drive My Car,False
2021,2022,94,BEST PICTURE,Mary Parent/Denis Villeneuve/Cale Boyter,Dune,False
2021,2022,94,BEST PICTURE,Tim White/Trevor White/Will Smith,King Richard,False
2021,2022,94,BEST PICTURE,Sara Murphy/Adam Somner/Paul Thomas Anderson,Licorice Pizza,False
2021,2022,94,BEST PICTURE,Guillermo del Toro/J. Miles Dale/Bradley Cooper,Nightmare Alley,False
2021,2022,94,BEST PICTURE,Steven Spielberg/Kristie Macosko Krieger,West Side Story,False
2021,2022,94,ART DIRECTION,Patrice Vermette/Zsuzsanna Sipos,Dune,True
2021,2022,94,ART DIRECTION,Tamara Deverell/Shane Vieau,Nightmare Alley,False
2021,2022,94,ART DIRECTION,Adam Stockhausen/Rena DeAngelo,West Side Story,False
2021,2022,94,SOUND MIXING,Denise Yarde/Simon Chase/James Mather/Niv Adiri,Belfast,False
2021,2022,94,SOUND MIXING,Mac Ruth/Mark Mangini/Theo Green/Doug Hemphill/Ron Bartlett,Dune,True
2021,2022,94,SOUND MIXING,Simon Hayes/Oliver Tarney/James Harrison/Paul Massey/Mark Taylor,No Time to Die,False
2021,2022,94,SOUND MIXING,Tod A. Maitland/Gary Rydstrom/Brian Chumney/Andy Nelson/Shawn Murphy,West Side Story,False
2021,2022,94,VISUAL EFFECTS,Paul Lambert/Tristan Myles/Brian Connor/Gerd Nefzer,Dune,True
2021,2022,94,VISUAL EFFECTS,Swen Gillberg/Bryan Grill/Nikos Kalaitzidis/Dan Sudick,Free Guy,False
2021,2022,94,VISUAL EFFECTS,Charlie Noble/Joel Green/Jonathan Fawkner/Chris Corbould,No Time to Die,False
2021,2022,94,VISUAL EFFECTS,Christopher Townsend/Joe Farrell/Sean Noel Walker/Dan Oliver,Shang-Chi and the Legend of the Ten Rings,False
2021,2022,94,VISUAL EFFECTS,Kelly Port/Chris Waegner/Scott Edelstein/Dan Sudick,Spider-Man: No Way Home,False
2021,2022,94,WRITING (Adapted Screenplay),Ryusuke Hamaguchi/Takamasa Oe,Drive My Car,False
2021,2022,94,WRITING (Adapted Screenplay),Jon Spaihts/Denis Villeneuve/Eric Roth,Dune,False
2021,2022,94,WRITING (Original Screenplay),Kenneth Branagh,Belfast,True
2021,2022,94,WRITING (Original Screenplay),Zach Baylin,King Richard,False
2021,2022,94,WRITING (Original Screenplay),Paul Thomas Anderson,Licorice Pizza,False
2021,2022,94,WRITING (Original Screenplay),Eskil Vogt/Joachim Trier,The Worst Person in the World,False
2022,2023,95,ACTOR IN A LEADING ROLE,Austin Butler,Elvis,False
2022,2023,95,ACTOR IN A LEADING ROLE,Colin Farrell,The Banshees of Inisherin,False
2022,2023,95,ACTOR IN A LEADING ROLE,Brendan Fraser,The Whale,True
2022,2023,95,ACTOR IN A LEADING ROLE,Bill Nighy,Living,False
2022,2023,95,ACTOR IN A SUPPORTING ROLE,Brendan Gleeson,The Banshees of Inisherin,False
2022,2023,95,ACTOR IN A SUPPORTING ROLE,Judd Hirsch,The Fabelmans,False
2022,2023,95,ACTOR IN A SUPPORTING ROLE,Barry Keoghan,The Banshees of Inisherin,False
2022,2023,95,ACTOR IN A SUPPORTING ROLE,Ke Huy Quan,Everything Everywhere All at Once,True
2022,2023,95,ACTRESS IN A LEADING ROLE,Cate Blanchett,Tár,False
2022,2023,95,ACTRESS IN A LEADING ROLE,Michelle Williams,The Fabelmans,False
2022,2023,95,ACTRESS IN A LEADING ROLE,Michelle Yeoh,Everything Everywhere All at Once,True
2022,2023,95,ACTRESS IN A SUPPORTING ROLE,Angela Bassett,Black Panther: Wakanda Forever,False
2022,2023,95,ACTRESS IN A SUPPORTING ROLE,Hong Chau,The Whale,False
2022,2023,95,ACTRESS IN A SUPPORTING ROLE,Kerry Condon,The Banshees of Inisherin,False
2022,2023,95,ACTRESS IN A SUPPORTING ROLE,Jamie Lee Curtis,Everything Everywhere All at Once,True
2022,2023,95,ACTRESS IN A SUPPORTING ROLE,Stephanie Hsu,Everything Everywhere All at Once,False
2022,2023,95,ANIMATED FEATURE FILM,Dean Fleischer Camp/Elisabeth Holm/Andrew Goldman/Caroline Kaplan/Paul Mezey,Marcel the Shell with Shoes On,False
2022,2023,95,ANIMATED FEATURE FILM,Joel Crawford/Mark Swift,Puss in Boots: The Last Wish,False
2022,2023,95,CINEMATOGRAPHY,Mandy Walker,Elvis,False
2022,2023,95,CINEMATOGRAPHY,Florian Hoffmeister,Tár,False
2022,2023,95,COSTUME DESIGN,Mary Zophres,Babylon,False
2022,2023,95,COSTUME DESIGN,Ruth Carter,Black Panther: Wakanda Forever,True
2022,2023,95,COSTUME DESIGN,Catherine Martin,Elvis,False
2022,2023,95,COSTUME DESIGN,Shirley Kurata,Everything Everywhere All at Once,False
2022,2023,95,COSTUME DESIGN,Jenny Beavan,Mrs. Harris Goes to Paris,False
2022,2023,95,DIRECTING,Martin McDonagh,The Banshees of Inisherin,False
2022,2023,95,DIRECTING,Daniel Kwan/Daniel Scheinert,Everything Everywhere All at Once,True
2022,2023,95,DIRECTING,Steven Spielberg,The Fabelmans,False
2022,2023,95,DIRECTING,Todd Field,Tár,False
2022,2023,95,DOCUMENTARY (Feature),Laura Poitras/Howard Gertler/John Lyons/Nan Goldin/Yoni Golijov,All the Beauty and the Bloodshed,False
2022,2023,95,DOCUMENTARY (Feature),Sara Dosa/Shane Boris/Ina Fichman,Fire of Love,False
2022,2023,95,FILM EDITING,Mikkel E.G. Nielsen,The Banshees of Inisherin,False
2022,2023,95,FILM EDITING,Matt Villa/Jonathan Redmond,Elvis,False
2022,2023,95,FILM EDITING,Paul Rogers,Everything Everywhere All at Once,True
2022,2023,95,FILM EDITING,Monika Willi,Tár,False
2022,2023,95,FILM EDITING,Eddie Hamilton,Top Gun: Maverick,False
2022,2023,95,INTERNATIONAL FEATURE FILM,Poland,EO,False
2022,2023,95,INTERNATIONAL FEATURE FILM,Ireland,The Quiet Girl,False
2022,2023,95,MAKEUP AND HAIRSTYLING,Naomi Donne/Mike Marino/Mike Fontaine,The Batman,False
2022,2023,95,MAKEUP AND HAIRSTYLING,Camille Friend/Joel Harlow,Black Panther: Wakanda Forever,False
2022,2023,95,MAKEUP AND HAIRSTYLING,Mark Coulier/Jason Baird/Aldo Signoretti,Elvis,False
2022,2023,95,MAKEUP AND HAIRSTYLING,Adrien Morot/Judy Chin/Annemarie Bradley,The Whale,True
2022,2023,95,MUSIC (Original Score),Justin Hurwitz,Babylon,False
2022,2023,95,MUSIC (Original Score),Carter Burwell,The Banshees of Inisherin,False
2022,2023,95,MUSIC (Original Score),Son Lux,Everything Everywhere All at Once,False
2022,2023,95,MUSIC (Original Score),John Williams,The Fabelmans,False
2022,2023,95,MUSIC (Original Song),Lady Gaga/BloodPop,Top Gun: Maverick,False
2022,2023,95,MUSIC (Original Song),Tems/Rihanna/Ryan Coogler/Ludwig Goransson,Black Panther: Wakanda Forever,False
2022,2023,95,MUSIC (Original Song),M.M. Keeravaani/Chandrabose,RRR,True
2022,2023,95,MUSIC (Original Song),Ryan Lott/David Byrne/Mitski,Everything Everywhere All at Once,False
2022,2023,95,BEST PICTURE,James Cameron/Jon Landau,Avatar: The Way of Water,False
2022,2023,95,BEST PICTURE,Graham Broadbent/Pete Czernin/Martin McDonagh,The Banshees of Inisherin,False
2022,2023,95,BEST PICTURE,Baz Luhrmann/Catherine Martin/Gail Berman/Patrick McCormick/Schuyler Weiss,Elvis,False
2022,2023,95,BEST PICTURE,Daniel Kwan/Daniel Scheinert/Jonathan Wang,Everything Everywhere All at Once,True
2022,2023,95,BEST PICTURE,Kristie Macosko Krieger/Steven Spielberg/Tony Kushner,The Fabelmans,False
2022,2023,95,BEST PICTURE,Todd Field/Alexandra Milchan/Scott Lambert,Tár,False
2022,2023,95,BEST PICTURE,Tom Cruise/Christopher McQuarrie/David Ellison/Jerry Bruckheimer,Top Gun: Maverick,False
2022,2023,95,BEST PICTURE,Dede Gardner/Jeremy Kleiner/Frances McDormand,Women Talking,False
2022,2023,95,ART DIRECTION,Dylan Cole/Ben Procter/Vanessa Cole,Avatar: The Way of Water,False
2022,2023,95,ART DIRECTION,Florencia Martin/Anthony Carlino,Babylon,False
2022,2023,95,ART DIRECTION,Catherine Martin/Karen Murphy/Bev Dunn,Elvis,False
2022,2023,95,ART DIRECTION,Rick Carter/Karen O'Hara,The Fabelmans,False
2022,2023,95,SOUND MIXING,Julian Howarth/Gwendolyn Yates Whittle/Dick Bernstein/Christopher Boyes/Gary Summers/Michael Hedges,Avatar: The Way of Water,False
2022,2023,95,SOUND MIXING,Stuart Wilson/William Files/Douglas Murray/Andy Nelson,The Batman,False
2022,2023,95,SOUND MIXING,David Lee/Wayne Pashley/Andy Nelson/Michael Keller,Elvis,False
2022,2023,95,SOUND MIXING,Mark Weingarten/James H. Mather/Al Nelson/Chris Burdon/Mark Taylor,Top Gun: Maverick,True
2022,2023,95,VISUAL EFFECTS,Joe Letteri/Richard Baneham/Eric Saindon/Daniel Barrett,Avatar: The Way of Water,True
2022,2023,95,VISUAL EFFECTS,Dan Lemmon/Russell Earl/Anders Langlands/Dominic Tuohy,The Batman,False
2022,2023,95,VISUAL EFFECTS,Geoffrey Baumann/Craig Hammack/R. Christopher White/Dan Sudick,Black Panther: Wakanda Forever,False
2022,2023,95,VISUAL EFFECTS,Ryan Tudhope/Seth Hill/Bryan Litson/Scott R. Fisher,Top Gun: Maverick,False
2022,2023,95,WRITING (Adapted Screenplay),Kazuo Ishiguro,Living,False
2022,2023,95,WRITING (Adapted Screenplay),Ehren Kruger/Eric Warren Singer/Christopher McQuarrie/Peter Craig/Justin Marks,Top Gun: Maverick,False
2022,2023,95,WRITING (Adapted Screenplay),Sarah Polley,Women Talking,True
2022,2023,95,WRITING (Original Screenplay),Martin McDonagh,The Banshees of Inisherin,False
2022,2023,95,WRITING (Original Screenplay),Daniel Kwan/Daniel Scheinert,Everything Everywhere All at Once,True
2022,2023,95,WRITING (Original Screenplay),Steven Spielberg/Tony Kushner,The Fabelmans,False
2022,2023,95,WRITING (Original Screenplay),Todd Field,Tár,False
